"from_geneSymbol","to_geneSymbol","combined_score"
"IL2RG","PTPN11",920
"IL2RG","IFNG",787
"IL2RG","HRAS",918
"IL2RG","PRKCE",906
"IL2RG","MAP2K1",905
"IL2RG","IL15",995
"IL2RG","IL2RA",998
"IL2RG","PIK3R1",909
"IL2RG","UGCG",900
"IL2RG","IL3",753
"IL2RG","CD3D",962
"IL2RG","RHOA",928
"IL2RG","LCK",949
"CD52","CD19",740
"CD52","CD4",708
"CD52","CD3E",883
"UGCG","PTPN11",900
"UGCG","SMPD1",973
"UGCG","IL2RA",900
"UGCG","LCK",902
"UGCG","PIK3R1",901
"UGCG","IL2RG",900
"CNR2","GPR18",908
"HMGCL","MCCC2",789
"HMGCL","PIPOX",905
"HMGCL","SUCLG2",842
"HMGCL","PECR",914
"HMGCL","G6PD",749
"HMGCL","HSD17B4",966
"HMGCL","ACAT1",963
"HMGCL","CAT",919
"HMGCL","IDE",902
"HMGCL","HMGCR",665
"HMGCL","AGXT",938
"HMGCL","CRAT",936
"HTR1D","SLC6A4",782
"HTR1D","GRM5",704
"C1QC","C1QA",999
"C1QC","C1QB",999
"C1QC","CALR",883
"C1QC","CRP",718
"C1QC","C1R",975
"C1QA","C1QB",999
"C1QA","SLCO2B1",697
"C1QA","C1QC",999
"C1QA","FCER1G",729
"C1QA","C1R",991
"C1QA","FOLR2",746
"C1QA","CRP",889
"C1QA","CALR",911
"RXRB","PCK1",930
"RXRB","NR1H2",997
"RXRB","PPARD",953
"RXRB","RARA",990
"RXRB","HDAC1",908
"RXRB","APOE",912
"RXRB","ABCA1",926
"RXRB","FASN",910
"RXRB","FABP6",908
"RXRB","RARG",979
"RXRB","HDAC3",906
"RXRB","RARB",979
"RXRB","NR1H4",953
"RXRB","PRKCA",900
"RXRB","RXRA",905
"RXRB","AKT1",912
"RXRB","VDR",937
"AR","PTGES3",921
"AR","CASP3",692
"AR","ERBB2",774
"AR","AKT1",979
"AR","RB1",939
"AR","SRC",999
"AR","IRS1",773
"AR","TNK2",683
"AR","CDK6",975
"AR","HIF1A",861
"AR","IGF1R",742
"AR","HDAC3",861
"AR","HDAC1",958
"AR","HSP90AB1",949
"AR","STAT5B",769
"AR","IGF1",706
"AR","NR0B1",988
"AR","HSP90B1",832
"AR","PIK3R1",998
"AR","CYP17A1",819
"AR","GAPDH",852
"AR","HRAS",955
"AR","CTNNB1",999
"AR","ARAF",848
"AR","MDM2",998
"AR","TP53",877
"HSPG2","MSTN",816
"HSPG2","TTR",821
"HSPG2","NDST1",956
"HSPG2","SDC2",839
"HSPG2","LAMA1",840
"HSPG2","CD44",881
"HSPG2","MMP3",938
"HSPG2","LAMC1",789
"HSPG2","APOE",798
"HSPG2","ACHE",737
"HSPG2","LAMA5",778
"HSPG2","PDGFB",824
"HSPG2","CTSL",941
"HSPG2","B3GAT1",902
"HSPG2","APOA1",672
"ABCA1","NR1H2",989
"ABCA1","SCARB1",935
"ABCA1","HMGCR",790
"ABCA1","APOE",983
"ABCA1","NPC1L1",741
"ABCA1","HDAC3",908
"ABCA1","APOA1",999
"ABCA1","IAPP",672
"ABCA1","LPA",857
"ABCA1","RXRA",885
"ABCA1","RXRB",926
"PPP3R2","BAD",802
"PPP3R2","SOD1",809
"PFKFB1","HK1",715
"PFKFB1","FBP1",808
"PFKFB1","PPP2CA",908
"CDA","NT5E",937
"CDA","TYMS",673
"CDA","NT5M",913
"CDA","SLC29A1",718
"CDA","TK1",963
"HSD17B3","LHCGR",788
"HSD17B3","CYP11B1",966
"HSD17B3","HSD17B4",910
"HSD17B3","NR5A1",665
"HSD17B3","SCARB1",739
"HSD17B3","CYP17A1",985
"ALDH4A1","GLUL",959
"ALDH4A1","GLS2",950
"ALDH4A1","TAS1R2",761
"ALDH4A1","ALDH1B1",851
"ALDH4A1","GCSH",840
"ALDH4A1","GCLM",831
"ALDH4A1","FTCD",833
"ALDH4A1","PYCR2",966
"ALDH4A1","ALDH2",850
"ALDH4A1","GAD2",920
"ALDH4A1","GLS",920
"ALDH4A1","EARS2",812
"ALDH4A1","GOT1",955
"TAS1R2","SLC2A2",666
"TAS1R2","GABBR2",730
"TAS1R2","ALDH4A1",761
"TAS1R2","TAS1R3",880
"SCN2A","SCN5A",788
"SCN2A","SCNN1A",746
"SCN2A","CACNB4",685
"SCN2A","SCN4A",943
"SCN2A","KCNA1",815
"SCN2A","KCNQ3",877
"SCN2A","SCNN1G",731
"PADI4","HDAC1",967
"PADI4","ANTXR1",799
"PADI4","MPO",708
"PADI4","TP53",928
"SDHB","NDUFB6",902
"SDHB","PDHB",708
"SDHB","NDUFV1",992
"SDHB","NDUFA2",965
"SDHB","NDUFS4",961
"SDHB","NDUFS5",958
"SDHB","GOT1",716
"SDHB","NDUFB10",881
"SDHB","NDUFB3",850
"SDHB","SDHD",999
"SDHB","VDAC3",666
"SDHB","NDUFA10",723
"SDHB","NDUFA13",823
"SDHB","NDUFB5",912
"SDHB","IDH3A",887
"SDHB","NDUFB8",961
"SDHB","NDUFA8",991
"SDHB","NDUFA9",973
"SDHB","NDUFS8",972
"SDHB","SUCLG2",965
"SDHB","GAPDH",725
"SDHB","NDUFA12",971
"SDHB","PDHA1",691
"SDHB","GPT2",868
"SDHB","NDUFA11",822
"SDHB","CYCS",942
"SDHB","ASL",844
"SDHB","NFS1",679
"SDHD","CYCS",836
"SDHD","ASL",803
"SDHD","SDHB",999
"SDHD","NDUFS4",888
"SDHD","GPT2",825
"SDHD","NDUFA8",919
"SDHD","NDUFS8",766
"SDHD","SUCLG2",949
"SDHD","NDUFB10",912
"SDHD","NDUFB3",685
"SDHD","NDUFB6",924
"SDHD","NDUFB5",914
"SDHD","IDH3A",786
"SDHD","NDUFA7",804
"F10","ASPH",800
"F10","FURIN",909
"F10","PROS1",931
"F10","F7",920
"F10","F8",992
"F10","VWF",933
"F10","FGG",790
"F10","NR1I2",676
"F10","F2",941
"F10","FGA",780
"F10","F2R",689
"F10","FGB",780
"F7","F10",920
"F7","FURIN",914
"F7","ATP2C1",792
"F7","FGA",784
"F7","VWF",886
"F7","F8",858
"IARS","AARS",991
"IARS","LARS",999
"IARS","GARS",997
"IARS","GMPS",820
"IARS","HARS",878
"IARS","YARS2",881
"IARS","YARS",981
"IARS","KARS",999
"IARS","FARS2",803
"IARS","LARS2",801
"IARS","EARS2",845
"SYK","ITGA2B",744
"SYK","CSF3R",841
"SYK","FCER1G",999
"SYK","ITGB3",993
"SYK","FOS",941
"SYK","PTPN11",934
"SYK","PIK3CB",942
"SYK","STAT5B",954
"SYK","CSF2",950
"SYK","BTK",973
"SYK","VWF",761
"SYK","CD19",984
"SYK","PIK3R1",973
"SYK","PTK2",960
"SYK","HRAS",897
"SYK","IL2RA",968
"SYK","FLT3",833
"SYK","FCGR3B",960
"SYK","FCGR2A",998
"SYK","CD3E",997
"SYK","PIK3CD",908
"SYK","SRC",975
"SYK","CD4",975
"SYK","TLR9",813
"SYK","ITK",938
"SYK","IL2RG",934
"SYK","LCK",983
"SYK","SNCA",924
"SYK","RHOA",822
"SYK","CD3D",929
"SYK","TLR4",994
"TNFSF13B","CD40",934
"TNFSF13B","TLR4",677
"TNFSF13B","CD40LG",921
"TNFSF13B","TNFRSF1B",763
"TNFSF13B","CAMLG",794
"TNFSF13B","CD4",710
"TNFSF13B","TLR9",715
"TNFSF13B","CD19",739
"TNFSF13B","NFKB2",705
"TNFRSF1B","FPR1",918
"TNFRSF1B","TNFSF13B",763
"TNFRSF1B","MUC1",911
"TNFRSF1B","CCR2",936
"TNFRSF1B","CD40",678
"TNFRSF1B","CCR5",943
"TNFRSF1B","CD40LG",785
"GAD2","ASS1",822
"GAD2","FTCD",824
"GAD2","ALDH3A1",908
"GAD2","CSAD",858
"GAD2","GCLM",812
"GAD2","ASRGL1",826
"GAD2","ALDH3B2",908
"GAD2","GCSH",813
"GAD2","CDO1",906
"GAD2","ALDH1B1",679
"GAD2","GRIN1",676
"GAD2","GLS2",937
"GAD2","SNAP25",893
"GAD2","GLUL",949
"GAD2","ADSSL1",804
"GAD2","EARS2",823
"GAD2","GOT1",816
"GAD2","VAMP2",796
"GAD2","GLS",933
"GAD2","GRIA2",721
"GAD2","ALDH4A1",920
"GAD2","GRIA1",675
"GAD2","ALDH2",697
"CACNA1F","CACNB1",933
"CACNA1F","CACNB3",976
"CACNA1F","CACNA2D2",853
"CACNA1F","PRKCA",718
"CACNA1F","CACNA1B",799
"CACNA1F","PRNP",800
"CACNA1F","CACNA1D",902
"CACNA1F","CACNB4",966
"CACNA1F","CACNA1C",952
"CACNA1F","CACNB2",957
"PCCA","MCCC1",796
"PCCA","ACSS2",919
"PCCA","GSTO1",670
"PCCA","MCCC2",979
"PCCA","ACSS1",922
"PCCA","HIBADH",892
"PCCA","ALDH6A1",959
"PCCA","ACAT1",845
"PCCA","PC",685
"PCCA","PCCB",999
"PCCA","IVD",790
"NPPB","TNNI3",774
"NPPB","ACE",760
"NPPB","REN",747
"NPPB","CRP",775
"NPPB","NPR2",951
"NPPB","IDE",819
"NPPB","EDN1",680
"SLC15A1","SLC1A1",818
"SLC15A1","ACE",775
"SLC15A1","ABCG2",661
"SLC15A1","SLCO2B1",698
"SLC15A1","ACE2",733
"SLC15A1","SLC2A2",773
"PSAT1","CTBP1",664
"PSAT1","MTHFD2",785
"PSAT1","GPT2",685
"PSAT1","GCSH",755
"PSAT1","PNPO",767
"PSAT1","SHMT1",832
"MTHFR","GNMT",687
"MTHFR","MAT1A",844
"MTHFR","ACE",733
"MTHFR","DHFR",880
"MTHFR","DPYD",730
"MTHFR","NOS3",757
"MTHFR","APOE",689
"MTHFR","F2",870
"MTHFR","COMT",893
"MTHFR","BHMT2",804
"MTHFR","GSTM1",699
"MTHFR","TYMS",993
"MTHFR","MAT2A",811
"MTHFR","MTHFD2",977
"MTHFR","CTH",893
"MTHFR","CYCS",851
"MTHFR","SHMT1",989
"MTHFR","ATIC",838
"MTHFR","GCSH",747
"MTHFR","PSMB1",773
"WAS","PIK3R1",719
"WAS","PTK2",951
"WAS","LCK",777
"WAS","RHOA",808
"WAS","SRC",993
"WAS","AKT1",921
"WAS","BTK",998
"WAS","ITK",719
"NMNAT1","NT5E",709
"NMNAT1","ENPP1",803
"NMNAT1","NMNAT3",817
"EDNRB","F2",834
"EDNRB","NOS3",776
"EDNRB","EDNRA",908
"EDNRB","EDN1",999
"EDNRB","GDNF",689
"HRH2","HDC",797
"FTL","PLA2G6",773
"FTL","CYB5A",735
"PIK3CD","IGF1R",917
"PIK3CD","TLR4",867
"PIK3CD","IRS1",942
"PIK3CD","ITK",877
"PIK3CD","ERBB2",876
"PIK3CD","AKT1",939
"PIK3CD","SRC",928
"PIK3CD","FLT4",746
"PIK3CD","KIT",858
"PIK3CD","FLT3",856
"PIK3CD","HRAS",975
"PIK3CD","DAPP1",756
"PIK3CD","PTK2",849
"PIK3CD","PIK3R1",999
"PIK3CD","PDGFRB",854
"PIK3CD","ALK",840
"PIK3CD","CD19",954
"PIK3CD","BTK",964
"PIK3CD","MET",838
"PIK3CD","PIK3CB",812
"PIK3CD","PTPN11",853
"PIK3CD","FCER1G",847
"PIK3CD","SYK",908
"ALDH1B1","GLUL",830
"ALDH1B1","ALDH6A1",943
"ALDH1B1","ADH4",839
"ALDH1B1","MAOA",925
"ALDH1B1","CYP4A11",690
"ALDH1B1","ADH1B",864
"ALDH1B1","ACSS1",792
"ALDH1B1","HIBADH",975
"ALDH1B1","ALDH2",827
"ALDH1B1","ADH5",870
"ALDH1B1","GAD2",679
"ALDH1B1","ALDH4A1",851
"ALDH1B1","ADH1C",852
"ALDH1B1","ACSS2",789
"ALDH1B1","ADH7",851
"LIG3","XRCC4",838
"ESD","ADSSL1",788
"ESD","ADH4",774
"ESD","MDH1",690
"ESD","PRDX2",702
"ESD","ADH5",998
"ESD","CAT",675
"ESD","SOD1",774
"ESD","ADH1B",756
"ESD","ADH7",748
"ESD","GOT1",841
"ESD","ADH1C",746
"NR0B1","NR5A1",999
"NR0B1","AR",988
"NR0B1","ESR2",947
"POLA1","RRM2",772
"POLA1","POLA2",999
"POLA1","MSTN",662
"POLA1","TYMS",938
"POLA1","RAD51",823
"POLA1","TOP2A",815
"POLA1","RRM1",963
"POLA1","RB1",886
"POLA1","CHEK2",883
"POLA1","KIF11",913
"POLA1","CHEK1",864
"SCNN1D","SCNN1A",930
"SCNN1D","SCNN1G",817
"PCYT1B","PCYT1A",870
"SAT1","MAOA",911
"SAT1","HIF1A",727
"SAT1","GLYATL1",825
"EDN1","F2",951
"EDN1","SRC",953
"EDN1","ADRA1B",930
"EDN1","AGTR2",948
"EDN1","AKT1",966
"EDN1","VCAM1",713
"EDN1","ACE2",671
"EDN1","EDNRB",999
"EDN1","VWF",705
"EDN1","AGTR1",681
"EDN1","ADRB2",937
"EDN1","EDNRA",999
"EDN1","NOS3",863
"EDN1","SELE",681
"EDN1","FPR1",903
"EDN1","P2RY2",922
"EDN1","ADRBK1",942
"EDN1","ACE",804
"EDN1","REN",895
"EDN1","CCL11",920
"EDN1","HIF1A",962
"EDN1","HRAS",930
"EDN1","PTGER1",922
"EDN1","MAP2K1",941
"EDN1","HTR1B",705
"EDN1","ADCY1",900
"EDN1","PRKAR2A",900
"EDN1","CFTR",917
"EDN1","BDKRB2",861
"EDN1","MME",715
"EDN1","ALB",774
"EDN1","CCR5",916
"EDN1","NPPB",680
"EDN1","MMP9",927
"EDN1","CRP",704
"EDN1","CHRM1",910
"EDN1","RHOA",960
"XDH","TPMT",937
"XDH","TLR4",679
"XDH","TXNRD1",672
"XDH","HPRT1",934
"XDH","GCH1",675
"XDH","CAT",703
"XDH","CYP2A6",886
"XDH","MOCOS",919
"XDH","SUOX",847
"PRNP","TUBA1A",701
"PRNP","CACNA1B",805
"PRNP","LAMC1",900
"PRNP","GRM5",983
"PRNP","TUBA1C",688
"PRNP","APOE",763
"PRNP","TUBB2A",792
"PRNP","BACE1",825
"PRNP","LAMA1",900
"PRNP","CACNA1D",801
"PRNP","CACNA1F",800
"PRNP","TUBA3E",687
"PRNP","LAMA5",906
"PRNP","CACNA1C",811
"PRNP","TUBA1B",707
"PRNP","SNCA",919
"ADRA1D","ADRA1B",866
"ASPH","F10",800
"ASPH","HIF1A",909
"B4GALT1","B4GALT4",814
"B4GALT1","B3GAT1",914
"B4GALT1","GALE",938
"PDHA1","GCSH",920
"PDHA1","SDHB",691
"PDHA1","PPARD",900
"PDHA1","PKLR",954
"PDHA1","NDUFB5",693
"PDHA1","IDH3A",837
"PDHA1","LIPT1",942
"PDHA1","NDUFA9",804
"PDHA1","PDHB",999
"PDHA1","NDUFV1",680
"PDHA1","RXRA",902
"NDUFB6","NDUFB1",996
"NDUFB6","NDUFA10",999
"NDUFB6","NDUFA13",999
"NDUFB6","NDUFB5",999
"NDUFB6","NDUFA11",999
"NDUFB6","NDUFA7",999
"NDUFB6","NDUFV1",999
"NDUFB6","SDHB",902
"NDUFB6","NDUFB3",999
"NDUFB6","NDUFB10",999
"NDUFB6","NDUFA12",999
"NDUFB6","SDHD",924
"NDUFB6","NDUFA1",996
"NDUFB6","NDUFS4",999
"NDUFB6","NDUFS8",999
"NDUFB6","SNCA",833
"NDUFB6","NDUFB2",998
"NDUFB6","NDUFB8",999
"NDUFB6","NDUFS5",999
"NDUFB6","NDUFA8",999
"NDUFB6","NDUFA2",999
"NDUFB6","NDUFA9",999
"IL2RA","IRS1",906
"IL2RA","PRKCE",907
"IL2RA","MAP2K1",907
"IL2RA","IL15",940
"IL2RA","CD44",711
"IL2RA","CD4",884
"IL2RA","CSF2",851
"IL2RA","AKT1",944
"IL2RA","IFNG",911
"IL2RA","HRAS",919
"IL2RA","STAT5B",989
"IL2RA","IL13",852
"IL2RA","IL3",798
"IL2RA","UGCG",900
"IL2RA","SMPD1",900
"IL2RA","RHOA",906
"IL2RA","CD3D",939
"IL2RA","CD3E",957
"IL2RA","LCK",987
"IL2RA","PTPN11",914
"IL2RA","IFNB1",743
"IL2RA","PIK3R1",963
"IL2RA","IL2RG",998
"IL2RA","SYK",968
"GLRX","SOD1",661
"GLRX","RRM2",916
"GLRX","GPX2",711
"GLRX","GPX1",700
"GLRX","PTPN1",666
"GLRX","NOS3",739
"GLRX","PRDX2",766
"GLRX","MSRA",704
"GLRX","PRDX5",719
"GLRX","GSTO1",680
"GLRX","TXNRD1",801
"GLRX","CAT",786
"GLRX","RRM1",957
"TEK","PDGFB",920
"TEK","HRAS",937
"TEK","PDGFD",690
"TEK","PIK3R1",974
"TEK","CDH5",865
"TEK","IGF1",782
"TEK","VWF",792
"TEK","NOS3",688
"TEK","STAT5B",938
"TEK","PTPN11",965
"TEK","PIK3CB",663
"TEK","PGF",871
"MTAP","GMPS",714
"IFNB1","TLR4",948
"IFNB1","GAPDH",681
"IFNB1","IFNG",806
"IFNB1","IL2RA",743
"IFNB1","IL2RG",693
"IFNB1","IFNAR2",998
"IFNB1","CSF2",788
"IFNB1","CD4",740
"IFNB1","TLR9",838
"IFNB1","CXCL10",835
"IFNB1","IFNAR1",999
"IFNB1","TLR8",710
"IFNB1","PTPN1",913
"IFNB1","HMGB1",951
"IFNB1","PTPN11",929
"IFNB1","FOS",948
"TUBB2A","TUBA1A",998
"TUBB2A","PRNP",792
"TUBB2A","TUBA1C",941
"TUBB2A","TUBA3E",919
"TUBB2A","RHOA",807
"TUBB2A","TUBA1B",996
"CTNS","TNNI3",661
"TNK2","AR",683
"TNK2","SRC",863
"GPNMB","CD44",736
"GPNMB","HIF1A",919
"SEPSECS","FTCD",688
"SEPSECS","ABL2",700
"SEPSECS","ABL1",700
"PISD","PLD1",954
"PISD","PTDSS2",956
"PISD","PCYT1A",670
"CD9","ITGB3",792
"CD9","ITGA2B",833
"CD9","KIT",853
"CD9","VCAM1",731
"CD9","CD19",837
"CD9","CD44",889
"CD9","MME",741
"CD9","CTNNB1",787
"KCNA1","CACNA1B",677
"KCNA1","KCNQ3",745
"KCNA1","KCNH7",683
"KCNA1","KCNH2",830
"KCNA1","CACNA1A",808
"KCNA1","SCN2A",815
"CHEK2","CHEK1",974
"CHEK2","RRM1",919
"CHEK2","CDC25B",888
"CHEK2","RAD51",972
"CHEK2","TP53",998
"CHEK2","MDM2",997
"CHEK2","TOP1",729
"CHEK2","TOP2A",669
"CHEK2","POLA1",883
"CHEK2","PMS2",712
"CHEK2","PPP2CA",812
"CHEK2","RRM2",811
"CHEK2","POLA2",802
"CHEK2","WEE1",823
"RAD51","CASP3",748
"RAD51","IRS1",991
"RAD51","BIRC5",754
"RAD51","KIF11",788
"RAD51","CHEK1",999
"RAD51","AURKB",758
"RAD51","CHEK2",972
"RAD51","CDK4",895
"RAD51","RRM2",846
"RAD51","PMS2",803
"RAD51","POLA1",823
"RAD51","TYMS",766
"RAD51","TK1",692
"RAD51","XRCC4",721
"RAD51","TOP1",912
"RAD51","TOP2A",891
"RAD51","TP53",998
"RAD51","ABL1",999
"SERPINB5","HDAC1",948
"SERPINB5","PLAUR",787
"SERPINB5","PLAU",689
"MSLN","MUC1",713
"MSLN","FOLR1",689
"FECH","PPP2CA",713
"FECH","ALAS2",953
"FECH","TXNRD1",674
"FECH","LIAS",769
"FECH","NFS1",697
"CHRM5","CHRM1",812
"CHRM5","CHRM3",866
"CHRM5","GRM5",853
"DRD3","COMT",800
"DRD3","SLC6A4",690
"DRD3","MAOA",665
"GPX3","MGST2",672
"GPX3","GSTO1",816
"GPX3","TXNRD1",855
"GPX3","CAT",918
"GPX3","GSTM4",795
"GPX3","GSTM1",819
"GPX3","GSTA4",868
"GPX3","SOD1",968
"GPX3","GSTM2",823
"GPX3","GSTA5",720
"GPX3","GSTA1",783
"GPX3","GSTA2",776
"ACVRL1","ACVR2A",969
"KCNQ3","SCN5A",682
"KCNQ3","SCN11A",693
"KCNQ3","KCNA1",745
"KCNQ3","SCN4A",668
"KCNQ3","KCNC4",687
"KCNQ3","KCNH2",752
"KCNQ3","KCNE1",704
"KCNQ3","KCNH7",688
"KCNQ3","SCN2A",877
"NT5M","GMPR",900
"NT5M","CANT1",771
"NT5M","DTYMK",947
"NT5M","TK1",886
"NT5M","TYMS",920
"NT5M","ATIC",908
"NT5M","CDA",913
"NT5M","ADSSL1",665
"NT5M","GMPS",900
"NT5M","ADA",914
"NT5M","IMPDH2",663
"NT5M","HPRT1",900
"NT5M","NT5E",889
"ALK","ATIC",735
"ALK","IRS1",837
"ALK","PIK3CD",840
"ALK","TP53",714
"ALK","HRAS",976
"ALK","CTNNB1",721
"ALK","PIK3R1",844
"ALK","HSP90AB1",665
"ALK","PIK3CB",890
"ALK","PTPN11",733
"ALK","MSTN",772
"GARS","IARS",997
"GARS","LARS",944
"GARS","AARS",996
"GARS","GLRA1",849
"GARS","YARS",989
"GARS","YARS2",919
"GARS","HARS",945
"GARS","LARS2",818
"GARS","FARS2",813
"GARS","KARS",966
"GARS","EARS2",807
"GPX2","GSTA4",822
"GPX2","SOD1",963
"GPX2","GSTO1",809
"GPX2","MGST2",759
"GPX2","GCLM",668
"GPX2","GSTA5",813
"GPX2","GSTM2",793
"GPX2","TXNRD1",872
"GPX2","NQO1",686
"GPX2","GSTM4",784
"GPX2","GLRX",711
"GPX2","GSTA2",837
"GPX2","GSTM1",821
"GPX2","GSTA1",832
"GPX2","CAT",921
"LAMA1","LAMC1",939
"LAMA1","LGALS3",677
"LAMA1","SRC",903
"LAMA1","AKT1",911
"LAMA1","CASP3",904
"LAMA1","PRKCA",905
"LAMA1","SDC2",916
"LAMA1","ITGB7",704
"LAMA1","HSPG2",840
"LAMA1","CD44",683
"LAMA1","MET",904
"LAMA1","ITGA2B",785
"LAMA1","ITGB3",755
"LAMA1","LAMA5",928
"LAMA1","CHRM1",907
"LAMA1","PTK2",906
"LAMA1","PRNP",900
"LAMA1","PIK3R1",900
"DBH","HDC",706
"DBH","DRD1",704
"DBH","COMT",971
"DBH","DRD5",763
"DBH","SLC18A2",761
"DBH","SLC6A4",680
"DBH","MAOA",962
"DBH","PNMT",989
"DBH","DDC",987
"DBH","HTR1A",666
"DBH","CALCA",747
"DBH","CHAT",713
"PDGFD","ERBB2",702
"PDGFD","FGFR2",674
"PDGFD","IGF1R",680
"PDGFD","PDGFB",965
"PDGFD","IGF1",861
"PDGFD","FGFR3",669
"PDGFD","KIT",689
"PDGFD","PDGFRB",995
"PDGFD","PLAU",917
"PDGFD","TEK",690
"PDGFD","PLAUR",915
"PDGFD","FLT4",723
"PDGFD","MET",678
"AASS","AADAT",668
"AASS","ASS1",661
"LIPT1","GCSH",993
"LIPT1","PDHA2",908
"LIPT1","PDHA1",942
"LIPT1","LIAS",991
"LIPT1","TPK1",685
"LIPT1","FASN",806
"LIPT1","PDHB",964
"G6PD","LDHC",903
"G6PD","SORD",672
"G6PD","PKLR",949
"G6PD","HMGCL",749
"G6PD","TP53",996
"G6PD","GAPDH",975
"G6PD","ME3",794
"G6PD","LDHAL6B",912
"G6PD","TXNRD1",666
"G6PD","CAT",812
"G6PD","PDHB",866
"G6PD","H6PD",938
"G6PD","HK1",941
"G6PD","GNPDA1",807
"G6PD","ME1",819
"G6PD","PDHA2",859
"FOLR1","LMAN1",680
"FOLR1","MSLN",689
"RENBP","SLC7A2",676
"RENBP","REN",989
"RENBP","HEXB",915
"DRD1","COMT",710
"DRD1","GRIA1",668
"DRD1","GRIN1",916
"DRD1","DBH",704
"DRD1","SLC6A4",731
"SLC29A1","TK1",678
"SLC29A1","ADORA3",687
"SLC29A1","RRM2",672
"SLC29A1","RRM1",753
"SLC29A1","CDA",718
"SLC29A1","ADORA2B",724
"PC","FASN",669
"PC","ASL",871
"PC","ACSS1",905
"PC","PKLR",975
"PC","GOT1",929
"PC","PCCA",685
"PC","ME1",967
"PC","ACSS2",919
"PC","PDHA2",932
"PC","MCCC2",793
"PC","MCCC1",687
"PC","ME2",956
"PC","PCK1",981
"PC","PCCB",814
"PC","LDHAL6B",938
"PC","FBP1",771
"PC","ME3",963
"PC","LDHC",938
"PC","ALDH5A1",864
"PC","PDHB",964
"PC","IDH3A",692
"PC","MDH1",967
"FABP6","NR1H2",911
"FABP6","ALB",946
"FABP6","NR1H4",976
"FABP6","RXRA",920
"FABP6","RXRB",908
"MTHFD2","PSAT1",785
"MTHFD2","SHMT1",991
"MTHFD2","GCSH",704
"MTHFD2","ATIC",986
"MTHFD2","FTCD",947
"MTHFD2","MTHFR",977
"MTHFD2","GMPS",701
"MTHFD2","TYMS",973
"MTHFD2","DHFR",661
"SUOX","PAPSS1",935
"SUOX","NFS1",694
"SUOX","TXNRD1",745
"SUOX","XDH",847
"PROS1","FURIN",921
"PROS1","F2R",935
"PROS1","F2",935
"PROS1","F10",931
"CACNB1","CACNA1F",933
"CACNB1","CACNA1D",973
"CACNB1","CACNA2D2",968
"CACNB1","CACNA1C",962
"CACNB1","CACNB3",863
"CACNB1","CACNA1B",878
"CACNB1","CACNB2",882
"CACNB1","CACNA1A",909
"LARS","KARS",999
"LARS","FARS2",803
"LARS","LARS2",913
"LARS","EARS2",865
"LARS","AARS",984
"LARS","GARS",944
"LARS","IARS",999
"LARS","HARS",888
"LARS","YARS2",902
"LARS","YARS",986
"BAD","CYCS",948
"BAD","PPP3R2",802
"BAD","CASP3",948
"BAD","SNCA",965
"BAD","AKT1",994
"BAD","BCL2L1",999
"BAD","NDUFA12",710
"BAD","PRKAR2A",900
"BAD","BCL2L2",941
"BAD","MAP2K1",829
"RARG","HDAC3",903
"RARG","AKT1",920
"RARG","VDR",918
"RARG","RARB",902
"RARG","RXRA",947
"RARG","RXRB",979
"RARG","CTNNB1",747
"RARG","RARA",968
"RARG","CYP26A1",688
"RARG","HDAC1",906
"CHEK1","AURKB",813
"CHEK1","CHEK2",974
"CHEK1","KIF11",893
"CHEK1","BCL2L1",711
"CHEK1","CDC25B",991
"CHEK1","CASP3",668
"CHEK1","BIRC5",831
"CHEK1","RRM1",784
"CHEK1","RAD51",999
"CHEK1","GAPDH",691
"CHEK1","TOP1",854
"CHEK1","TOP2A",945
"CHEK1","TP53",998
"CHEK1","MDM2",968
"CHEK1","WEE1",965
"CHEK1","RRM2",934
"CHEK1","POLA2",691
"CHEK1","HSP90AB1",782
"CHEK1","TYMS",931
"CHEK1","POLA1",864
"CHEK1","PPP2CA",928
"SLC25A12","NDUFA12",666
"NDUFA11","NDUFA7",998
"NDUFA11","PCK1",724
"NDUFA11","NDUFV1",999
"NDUFA11","NDUFA10",999
"NDUFA11","NDUFB5",999
"NDUFA11","NDUFA13",998
"NDUFA11","NDUFB1",989
"NDUFA11","NDUFA1",994
"NDUFA11","NDUFS4",999
"NDUFA11","NDUFB10",998
"NDUFA11","SDHB",822
"NDUFA11","NDUFB3",999
"NDUFA11","NDUFB6",999
"NDUFA11","NDUFA12",999
"NDUFA11","NDUFB2",997
"NDUFA11","NDUFS8",999
"NDUFA11","NDUFA9",999
"NDUFA11","NDUFB8",999
"NDUFA11","NDUFS5",999
"NDUFA11","NDUFA8",999
"NDUFA11","NDUFA2",999
"NDUFA11","AFG3L2",718
"ACE2","CMA1",784
"ACE2","REN",966
"ACE2","AGTR2",879
"ACE2","ANPEP",710
"ACE2","AGTR1",868
"ACE2","DPP4",980
"ACE2","MME",960
"ACE2","ALB",663
"ACE2","SLC15A1",733
"ACE2","EDN1",671
"TBXAS1","PTGS1",966
"EARS2","GAD2",823
"EARS2","YARS2",918
"EARS2","YARS",952
"EARS2","ALDH4A1",812
"EARS2","GLUL",872
"EARS2","IARS",845
"EARS2","GARS",807
"EARS2","GLS2",804
"EARS2","LARS",865
"EARS2","GRIA1",807
"EARS2","AARS",871
"EARS2","LARS2",928
"EARS2","FARS2",880
"EARS2","GLS",805
"EARS2","KARS",847
"DHFR","TP53",666
